country,date,parks,residential,retail-and-recreation,transit-stations,workplaces,grocery-and-pharmacy
AUT,2020-03-19,-32.0,25.0,-80.0,-67.0,-60.0,-28.0
AUT,2020-03-20,-41.0,25.0,-82.0,-70.0,-58.0,-30.0
AUT,2020-03-21,-70.0,19.0,-88.0,-76.0,-54.0,-45.0
AUT,2020-03-22,-60.0,17.0,-88.0,-75.0,-55.0,-63.0
AUT,2020-03-23,-55.0,25.0,-80.0,-71.0,-60.0,-31.0
AUT,2020-03-24,-46.0,26.0,-80.0,-71.0,-61.0,-32.0
AUT,2020-03-25,-58.0,27.0,-81.0,-73.0,-62.0,-34.0
AUT,2020-03-26,-58.0,27.0,-81.0,-72.0,-62.0,-31.0
AUT,2020-03-27,-38.0,26.0,-80.0,-70.0,-60.0,-26.0
AUT,2020-03-28,-21.0,17.0,-83.0,-66.0,-49.0,-31.0
AUT,2020-03-29,-43.0,14.0,-87.0,-71.0,-51.0,-64.0
AUT,2020-03-30,-56.0,25.0,-78.0,-70.0,-59.0,-30.0
AUT,2020-03-31,-46.0,25.0,-77.0,-69.0,-59.0,-25.0
AUT,2020-04-01,-34.0,24.0,-77.0,-67.0,-59.0,-30.0
AUT,2020-04-02,-37.0,25.0,-77.0,-68.0,-59.0,-29.0
AUT,2020-04-03,-46.0,25.0,-79.0,-69.0,-59.0,-25.0
AUT,2020-04-04,-36.0,17.0,-82.0,-67.0,-48.0,-31.0
AUT,2020-04-05,-11.0,12.0,-82.0,-64.0,-46.0,-55.0
AUT,2020-04-06,-21.0,22.0,-73.0,-64.0,-58.0,-26.0
AUT,2020-04-07,-7.0,22.0,-74.0,-63.0,-58.0,-24.0
AUT,2020-04-08,-11.0,22.0,-74.0,-63.0,-58.0,-21.0
AUT,2020-04-09,-20.0,22.0,-74.0,-63.0,-59.0,-15.0
AUT,2020-04-10,-22.0,24.0,-76.0,-66.0,-62.0,-17.0
AUT,2020-04-11,-20.0,15.0,-81.0,-62.0,-45.0,-27.0
BEL,2020-02-16,7.0,0.0,1.0,4.0,3.0,2.0
BEL,2020-02-17,18.0,0.0,3.0,6.0,4.0,3.0
BEL,2020-02-18,13.0,0.0,3.0,5.0,4.0,1.0
BEL,2020-02-19,5.0,0.0,-2.0,3.0,3.0,-1.0
BEL,2020-02-20,14.0,0.0,0.0,6.0,2.0,3.0
BEL,2020-02-21,2.0,0.0,-3.0,2.0,-1.0,1.0
BEL,2020-02-22,-23.0,0.0,-6.0,-1.0,-4.0,-6.0
BEL,2020-02-23,0.0,3.0,4.0,-9.0,-20.0,-1.0
BEL,2020-02-24,24.0,4.0,9.0,-9.0,-23.0,1.0
BEL,2020-02-25,4.0,3.0,1.0,-11.0,-21.0,-3.0
BEL,2020-02-26,-12.0,5.0,-2.0,-14.0,-22.0,-2.0
BEL,2020-02-27,-2.0,5.0,-1.0,-11.0,-23.0,2.0
BEL,2020-02-28,-4.0,2.0,-3.0,-5.0,-10.0,3.0
BEL,2020-02-29,-4.0,0.0,-1.0,3.0,-2.0,5.0
BEL,2020-03-01,-9.0,0.0,-2.0,2.0,2.0,6.0
BEL,2020-03-02,2.0,0.0,0.0,1.0,3.0,6.0
BEL,2020-03-03,8.0,0.0,2.0,1.0,4.0,5.0
BEL,2020-03-04,-6.0,1.0,-2.0,0.0,3.0,2.0
BEL,2020-03-05,-6.0,1.0,-2.0,1.0,2.0,3.0
BEL,2020-03-06,19.0,0.0,2.0,5.0,2.0,4.0
BEL,2020-03-07,6.0,0.0,2.0,3.0,0.0,2.0
BEL,2020-03-08,-8.0,0.0,-1.0,-2.0,1.0,2.0
BEL,2020-03-09,1.0,1.0,-3.0,-3.0,1.0,4.0
BEL,2020-03-10,-4.0,2.0,-4.0,-4.0,1.0,4.0
BEL,2020-03-11,0.0,2.0,-5.0,-5.0,0.0,12.0
BEL,2020-03-12,1.0,4.0,-7.0,-11.0,-4.0,29.0
BEL,2020-03-13,-4.0,8.0,-31.0,-23.0,-15.0,22.0
BEL,2020-03-14,7.0,11.0,-68.0,-34.0,-27.0,-11.0
BEL,2020-03-15,16.0,10.0,-55.0,-37.0,-31.0,-7.0
BEL,2020-03-16,14.0,15.0,-33.0,-44.0,-39.0,20.0
BEL,2020-03-17,24.0,17.0,-43.0,-49.0,-47.0,19.0
BEL,2020-03-18,0.0,22.0,-64.0,-59.0,-54.0,-15.0
BEL,2020-03-19,-26.0,28.0,-76.0,-68.0,-61.0,-23.0
BEL,2020-03-20,-47.0,29.0,-80.0,-70.0,-60.0,-26.0
BEL,2020-03-21,-32.0,21.0,-83.0,-67.0,-50.0,-40.0
BEL,2020-03-22,-20.0,17.0,-78.0,-64.0,-51.0,-42.0
BEL,2020-03-23,-18.0,26.0,-74.0,-70.0,-65.0,-25.0
BEL,2020-03-24,-9.0,27.0,-74.0,-69.0,-66.0,-22.0
BEL,2020-03-25,-19.0,26.0,-76.0,-70.0,-65.0,-29.0
BEL,2020-03-26,-25.0,29.0,-77.0,-71.0,-66.0,-25.0
BEL,2020-03-27,-27.0,31.0,-78.0,-70.0,-65.0,-22.0
BEL,2020-03-28,-38.0,22.0,-83.0,-67.0,-51.0,-36.0
BEL,2020-03-29,-66.0,17.0,-84.0,-76.0,-52.0,-53.0
BEL,2020-03-30,-33.0,27.0,-76.0,-71.0,-66.0,-29.0
BEL,2020-03-31,-18.0,27.0,-75.0,-70.0,-66.0,-26.0
BEL,2020-04-01,-20.0,26.0,-76.0,-70.0,-65.0,-31.0
BEL,2020-04-02,-38.0,30.0,-77.0,-73.0,-66.0,-27.0
BEL,2020-04-03,-37.0,31.0,-79.0,-71.0,-64.0,-22.0
BEL,2020-04-04,-30.0,22.0,-82.0,-64.0,-50.0,-32.0
BEL,2020-04-05,-13.0,15.0,-76.0,-60.0,-46.0,-36.0
BEL,2020-04-06,-16.0,26.0,-74.0,-69.0,-66.0,-27.0
BEL,2020-04-07,3.0,26.0,-72.0,-67.0,-66.0,-20.0
BEL,2020-04-08,-3.0,24.0,-73.0,-66.0,-64.0,-24.0
BEL,2020-04-09,-7.0,28.0,-73.0,-67.0,-66.0,-18.0
BEL,2020-04-10,-12.0,30.0,-75.0,-67.0,-65.0,-14.0
BEL,2020-04-11,-20.0,20.0,-79.0,-60.0,-47.0,-25.0
BEN,2020-02-16,-2.0,1.0,-2.0,-2.0,1.0,1.0
BEN,2020-02-17,-11.0,1.0,-2.0,-1.0,1.0,0.0
BEN,2020-02-18,-3.0,1.0,-4.0,-8.0,2.0,0.0
BEN,2020-02-19,-2.0,0.0,-3.0,-6.0,1.0,2.0
BEN,2020-02-20,0.0,0.0,0.0,-3.0,1.0,6.0
BEN,2020-02-21,5.0,0.0,1.0,-1.0,0.0,6.0
BEN,2020-02-22,3.0,-1.0,0.0,3.0,0.0,5.0
BEN,2020-02-23,-2.0,1.0,0.0,1.0,-2.0,5.0
BEN,2020-02-24,-10.0,0.0,1.0,0.0,-3.0,6.0
BEN,2020-02-25,-5.0,1.0,0.0,1.0,-3.0,4.0
BEN,2020-02-26,1.0,1.0,-1.0,1.0,-3.0,5.0
BEN,2020-02-27,1.0,1.0,-1.0,1.0,-3.0,6.0
BEN,2020-02-28,1.0,1.0,0.0,6.0,-2.0,5.0
BEN,2020-02-29,1.0,-1.0,-1.0,8.0,0.0,4.0
BEN,2020-03-01,4.0,0.0,-2.0,7.0,1.0,3.0
BEN,2020-03-02,2.0,0.0,-1.0,5.0,1.0,2.0
BEN,2020-03-03,3.0,0.0,1.0,5.0,2.0,3.0
BEN,2020-03-04,5.0,0.0,1.0,5.0,3.0,4.0
BEN,2020-03-05,1.0,1.0,-3.0,1.0,2.0,1.0
BEN,2020-03-06,3.0,0.0,-3.0,3.0,2.0,3.0
BEN,2020-03-07,8.0,-1.0,2.0,9.0,2.0,4.0
BEN,2020-03-08,3.0,-1.0,0.0,8.0,3.0,3.0
BEN,2020-03-09,-1.0,0.0,-3.0,6.0,4.0,3.0
BEN,2020-03-10,1.0,-1.0,-3.0,6.0,4.0,3.0
BEN,2020-03-11,3.0,-1.0,-2.0,4.0,4.0,2.0
BEN,2020-03-12,2.0,-1.0,-1.0,3.0,4.0,2.0
BEN,2020-03-13,-1.0,-1.0,0.0,5.0,3.0,1.0
BEN,2020-03-14,0.0,0.0,-2.0,5.0,1.0,1.0
BEN,2020-03-15,1.0,0.0,-4.0,3.0,2.0,0.0
BEN,2020-03-16,4.0,-1.0,-6.0,5.0,4.0,2.0
BEN,2020-03-17,14.0,-1.0,-6.0,4.0,4.0,5.0
BEN,2020-03-18,19.0,0.0,-8.0,4.0,4.0,5.0
BEN,2020-03-19,16.0,0.0,-9.0,3.0,2.0,3.0
BEN,2020-03-20,15.0,0.0,-6.0,0.0,2.0,4.0
BEN,2020-03-21,14.0,2.0,-10.0,-2.0,1.0,1.0
BEN,2020-03-22,11.0,3.0,-14.0,-8.0,0.0,-1.0
BEN,2020-03-23,15.0,2.0,-14.0,-2.0,-1.0,1.0
BEN,2020-03-24,1.0,5.0,-17.0,-14.0,-5.0,-5.0
BEN,2020-03-25,11.0,3.0,-12.0,-9.0,-2.0,3.0
BEN,2020-03-26,11.0,3.0,-12.0,-5.0,-3.0,3.0
BEN,2020-03-27,15.0,2.0,-9.0,-12.0,-4.0,6.0
BEN,2020-03-28,13.0,3.0,-11.0,-2.0,0.0,6.0
BEN,2020-03-29,10.0,5.0,-16.0,-14.0,2.0,0.0
BEN,2020-03-30,4.0,10.0,-18.0,-18.0,-17.0,-9.0
BEN,2020-03-31,2.0,9.0,-18.0,-21.0,-16.0,-9.0
BEN,2020-04-01,0.0,9.0,-18.0,-20.0,-14.0,-9.0
BEN,2020-04-02,2.0,9.0,-19.0,-17.0,-14.0,-5.0
BEN,2020-04-03,0.0,9.0,-18.0,-23.0,-13.0,-5.0
BEN,2020-04-04,-6.0,10.0,-23.0,-19.0,-6.0,-8.0
BEN,2020-04-05,2.0,8.0,-23.0,-18.0,1.0,-6.0
BEN,2020-04-06,4.0,9.0,-17.0,-17.0,-15.0,-3.0
BEN,2020-04-07,-3.0,10.0,-17.0,-20.0,-17.0,-5.0
BEN,2020-04-08,-8.0,12.0,-21.0,-26.0,-15.0,-11.0
BEN,2020-04-09,-8.0,14.0,-23.0,-24.0,-17.0,-12.0
BEN,2020-04-10,-9.0,14.0,-23.0,-30.0,-16.0,-11.0
BEN,2020-04-11,-13.0,11.0,-23.0,-25.0,-4.0,-12.0
BFA,2020-02-16,-2.0,0.0,2.0,-1.0,5.0,-1.0
BFA,2020-02-17,1.0,0.0,1.0,-4.0,5.0,1.0
BFA,2020-02-18,-5.0,0.0,0.0,-4.0,3.0,-1.0
BFA,2020-02-19,-8.0,0.0,-2.0,-2.0,3.0,-2.0
BFA,2020-02-20,-10.0,-1.0,1.0,1.0,4.0,-1.0
BFA,2020-02-21,-7.0,-1.0,1.0,-5.0,3.0,-1.0
BFA,2020-02-22,-11.0,-2.0,2.0,-3.0,0.0,-1.0
BFA,2020-02-23,-6.0,-1.0,2.0,0.0,3.0,-1.0
BFA,2020-02-24,-4.0,-1.0,4.0,-1.0,3.0,3.0
BFA,2020-02-25,-4.0,-1.0,1.0,-1.0,3.0,3.0
BFA,2020-02-26,-4.0,-1.0,0.0,1.0,3.0,1.0
BFA,2020-02-27,-2.0,-2.0,1.0,2.0,4.0,-1.0
BFA,2020-02-28,0.0,-3.0,2.0,2.0,5.0,0.0
BFA,2020-02-29,1.0,-3.0,5.0,4.0,5.0,3.0
BFA,2020-03-01,0.0,-2.0,4.0,2.0,5.0,2.0
BFA,2020-03-02,1.0,-2.0,2.0,0.0,5.0,2.0
BFA,2020-03-03,1.0,-1.0,3.0,4.0,5.0,3.0
BFA,2020-03-04,-2.0,-1.0,2.0,7.0,4.0,1.0
BFA,2020-03-05,-6.0,-2.0,2.0,7.0,4.0,0.0
BFA,2020-03-06,-4.0,-2.0,4.0,8.0,5.0,1.0
BFA,2020-03-07,-4.0,-2.0,11.0,6.0,3.0,2.0
BFA,2020-03-08,-9.0,3.0,8.0,1.0,-19.0,0.0
BFA,2020-03-09,-5.0,5.0,0.0,0.0,-20.0,-2.0
BFA,2020-03-10,-1.0,0.0,-1.0,-2.0,5.0,2.0
BFA,2020-03-11,-5.0,1.0,-2.0,-4.0,5.0,0.0
BFA,2020-03-12,-6.0,1.0,-3.0,-3.0,5.0,-3.0
BFA,2020-03-13,-4.0,1.0,-3.0,-5.0,7.0,-4.0
BFA,2020-03-14,-3.0,1.0,-2.0,-7.0,6.0,-3.0
BFA,2020-03-15,-6.0,2.0,-1.0,-6.0,0.0,-1.0
BFA,2020-03-16,-5.0,5.0,-3.0,-1.0,-7.0,-1.0
BFA,2020-03-17,-5.0,6.0,-5.0,-4.0,-9.0,0.0
BFA,2020-03-18,-7.0,7.0,-8.0,-7.0,-10.0,-1.0
BFA,2020-03-19,-12.0,8.0,-11.0,-10.0,-10.0,-4.0
BFA,2020-03-20,-15.0,10.0,-15.0,-18.0,-10.0,-9.0
BFA,2020-03-21,-16.0,14.0,-30.0,-29.0,-7.0,-18.0
BFA,2020-03-22,-20.0,13.0,-29.0,-34.0,-4.0,-18.0
BFA,2020-03-23,-12.0,17.0,-23.0,-33.0,-15.0,-14.0
BFA,2020-03-24,-14.0,18.0,-25.0,-35.0,-19.0,-10.0
BFA,2020-03-25,-13.0,19.0,-27.0,-37.0,-20.0,-15.0
BFA,2020-03-26,-20.0,19.0,-28.0,-41.0,-22.0,-19.0
BFA,2020-03-27,-16.0,21.0,-31.0,-47.0,-22.0,-24.0
BFA,2020-03-28,-17.0,19.0,-37.0,-49.0,-14.0,-27.0
BFA,2020-03-29,-22.0,15.0,-34.0,-53.0,-3.0,-25.0
BFA,2020-03-30,-18.0,20.0,-27.0,-43.0,-23.0,-24.0
BFA,2020-03-31,-12.0,20.0,-27.0,-42.0,-23.0,-21.0
BFA,2020-04-01,-12.0,21.0,-29.0,-42.0,-23.0,-22.0
BFA,2020-04-02,-19.0,21.0,-30.0,-42.0,-23.0,-22.0
BFA,2020-04-03,-14.0,21.0,-30.0,-46.0,-20.0,-25.0
BFA,2020-04-04,-12.0,17.0,-34.0,-46.0,-10.0,-26.0
BFA,2020-04-05,-19.0,14.0,-31.0,-51.0,-3.0,-25.0
BFA,2020-04-06,-14.0,19.0,-25.0,-42.0,-20.0,-23.0
BFA,2020-04-07,-18.0,19.0,-27.0,-43.0,-21.0,-20.0
BFA,2020-04-08,-17.0,19.0,-27.0,-44.0,-22.0,-22.0
BFA,2020-04-09,-20.0,21.0,-27.0,-42.0,-22.0,-21.0
BFA,2020-04-10,-21.0,20.0,-28.0,-46.0,-19.0,-23.0
BFA,2020-04-11,-15.0,17.0,-32.0,-45.0,-9.0,-22.0
BGD,2020-02-16,3.0,1.0,1.0,2.0,5.0,4.0
BGD,2020-02-17,2.0,1.0,2.0,3.0,5.0,3.0
BGD,2020-02-18,3.0,1.0,1.0,2.0,5.0,2.0
BGD,2020-02-19,4.0,1.0,2.0,3.0,7.0,4.0
BGD,2020-02-20,17.0,1.0,2.0,5.0,1.0,6.0
BGD,2020-02-21,11.0,1.0,2.0,6.0,7.0,4.0
BGD,2020-02-22,8.0,0.0,4.0,5.0,10.0,4.0
BGD,2020-02-23,5.0,1.0,1.0,2.0,8.0,3.0
BGD,2020-02-24,2.0,1.0,-1.0,2.0,6.0,1.0
BGD,2020-02-25,4.0,1.0,0.0,2.0,6.0,1.0
BGD,2020-02-26,7.0,1.0,3.0,4.0,8.0,4.0
BGD,2020-02-27,14.0,1.0,6.0,7.0,7.0,6.0
BGD,2020-02-28,14.0,0.0,6.0,8.0,9.0,6.0
BGD,2020-02-29,8.0,0.0,5.0,6.0,12.0,6.0
BGD,2020-03-01,4.0,0.0,4.0,3.0,9.0,6.0
BGD,2020-03-02,3.0,1.0,3.0,3.0,7.0,5.0
BGD,2020-03-03,4.0,1.0,4.0,4.0,7.0,4.0
BGD,2020-03-04,6.0,0.0,6.0,7.0,10.0,7.0
BGD,2020-03-05,-2.0,1.0,-2.0,0.0,2.0,-1.0
BGD,2020-03-06,2.0,0.0,0.0,2.0,5.0,1.0
BGD,2020-03-07,11.0,-1.0,9.0,9.0,13.0,9.0
BGD,2020-03-08,8.0,0.0,7.0,7.0,9.0,8.0
BGD,2020-03-09,6.0,1.0,5.0,5.0,7.0,8.0
BGD,2020-03-10,5.0,1.0,5.0,6.0,8.0,7.0
BGD,2020-03-11,4.0,1.0,4.0,5.0,9.0,6.0
BGD,2020-03-12,5.0,1.0,4.0,5.0,9.0,7.0
BGD,2020-03-13,5.0,2.0,3.0,4.0,8.0,6.0
BGD,2020-03-14,4.0,1.0,2.0,3.0,12.0,4.0
BGD,2020-03-15,5.0,0.0,5.0,4.0,12.0,7.0
BGD,2020-03-16,5.0,3.0,1.0,2.0,-4.0,7.0
BGD,2020-03-17,4.0,8.0,-6.0,-5.0,-24.0,4.0
BGD,2020-03-18,-4.0,4.0,-7.0,-4.0,0.0,4.0
BGD,2020-03-19,-11.0,5.0,-15.0,-11.0,2.0,2.0
BGD,2020-03-20,-17.0,7.0,-25.0,-17.0,3.0,-3.0
BGD,2020-03-21,-14.0,8.0,-25.0,-19.0,-1.0,-5.0
BGD,2020-03-22,-14.0,8.0,-26.0,-23.0,-7.0,-7.0
BGD,2020-03-23,-16.0,10.0,-31.0,-25.0,-14.0,-7.0
BGD,2020-03-24,-15.0,10.0,-37.0,-24.0,-22.0,-11.0
BGD,2020-03-25,-19.0,15.0,-55.0,-40.0,-38.0,-28.0
BGD,2020-03-26,-31.0,27.0,-73.0,-70.0,-64.0,-51.0
BGD,2020-03-27,-34.0,19.0,-71.0,-67.0,-38.0,-47.0
BGD,2020-03-28,-28.0,24.0,-71.0,-66.0,-54.0,-48.0
BGD,2020-03-29,-26.0,24.0,-68.0,-66.0,-60.0,-46.0
BGD,2020-03-30,-26.0,24.0,-69.0,-66.0,-61.0,-45.0
BGD,2020-03-31,-25.0,23.0,-67.0,-65.0,-60.0,-43.0
BGD,2020-04-01,-26.0,23.0,-67.0,-65.0,-59.0,-44.0
BGD,2020-04-02,-31.0,25.0,-70.0,-68.0,-58.0,-49.0
BGD,2020-04-03,-34.0,17.0,-70.0,-66.0,-36.0,-46.0
BGD,2020-04-04,-29.0,22.0,-69.0,-64.0,-51.0,-46.0
BGD,2020-04-05,-29.0,22.0,-67.0,-64.0,-54.0,-44.0
BGD,2020-04-06,-31.0,24.0,-72.0,-68.0,-61.0,-49.0
BGD,2020-04-07,-31.0,25.0,-72.0,-70.0,-63.0,-50.0
BGD,2020-04-08,-31.0,26.0,-73.0,-71.0,-63.0,-51.0
BGD,2020-04-09,-36.0,28.0,-75.0,-73.0,-62.0,-54.0
BGD,2020-04-10,-39.0,21.0,-77.0,-73.0,-43.0,-56.0
BGD,2020-04-11,-34.0,25.0,-76.0,-72.0,-58.0,-55.0
BGR,2020-02-16,23.0,-2.0,4.0,9.0,3.0,5.0
BGR,2020-02-17,26.0,-2.0,4.0,8.0,3.0,4.0
BGR,2020-02-18,16.0,-1.0,2.0,5.0,3.0,2.0
BGR,2020-02-19,-7.0,0.0,-2.0,3.0,2.0,-1.0
BGR,2020-02-20,-2.0,-1.0,-1.0,6.0,3.0,3.0
BGR,2020-02-21,-6.0,0.0,1.0,4.0,0.0,0.0
BGR,2020-02-22,50.0,-2.0,11.0,13.0,3.0,2.0
BGR,2020-02-23,15.0,-1.0,1.0,6.0,3.0,0.0
BGR,2020-02-24,20.0,-1.0,2.0,7.0,3.0,3.0
BGR,2020-02-25,28.0,-2.0,4.0,10.0,3.0,6.0
BGR,2020-02-26,6.0,-1.0,0.0,9.0,3.0,5.0
BGR,2020-02-27,-2.0,-1.0,-3.0,10.0,2.0,5.0
BGR,2020-02-28,-3.0,0.0,-1.0,9.0,3.0,8.0
BGR,2020-02-29,46.0,-3.0,10.0,14.0,7.0,8.0
BGR,2020-03-01,51.0,-2.0,10.0,9.0,-3.0,7.0
BGR,2020-03-02,69.0,7.0,5.0,-9.0,-41.0,1.0
BGR,2020-03-03,36.0,5.0,0.0,-3.0,-24.0,-1.0
BGR,2020-03-04,3.0,0.0,-1.0,7.0,-1.0,3.0
BGR,2020-03-05,9.0,1.0,2.0,6.0,-6.0,5.0
BGR,2020-03-06,13.0,0.0,4.0,5.0,-2.0,6.0
BGR,2020-03-07,12.0,-2.0,9.0,2.0,5.0,10.0
BGR,2020-03-08,3.0,1.0,2.0,-4.0,-4.0,9.0
BGR,2020-03-09,-10.0,4.0,-11.0,-9.0,-15.0,4.0
BGR,2020-03-10,-1.0,4.0,-9.0,-8.0,-15.0,5.0
BGR,2020-03-11,30.0,3.0,-3.0,-5.0,-12.0,10.0
BGR,2020-03-12,36.0,2.0,-7.0,-5.0,-10.0,16.0
BGR,2020-03-13,6.0,4.0,-28.0,-16.0,-14.0,15.0
BGR,2020-03-14,-30.0,7.0,-57.0,-34.0,-20.0,-9.0
BGR,2020-03-15,-40.0,11.0,-62.0,-45.0,-29.0,-23.0
BGR,2020-03-16,-22.0,15.0,-51.0,-44.0,-36.0,-20.0
BGR,2020-03-17,-22.0,16.0,-54.0,-49.0,-42.0,-24.0
BGR,2020-03-18,-22.0,17.0,-55.0,-51.0,-43.0,-25.0
BGR,2020-03-19,-15.0,17.0,-55.0,-50.0,-43.0,-26.0
BGR,2020-03-20,-25.0,16.0,-58.0,-51.0,-41.0,-27.0
BGR,2020-03-21,-46.0,13.0,-67.0,-55.0,-32.0,-35.0
BGR,2020-03-22,-47.0,13.0,-70.0,-62.0,-35.0,-39.0
BGR,2020-03-23,-57.0,22.0,-65.0,-63.0,-49.0,-37.0
BGR,2020-03-24,-58.0,23.0,-67.0,-65.0,-51.0,-39.0
BGR,2020-03-25,-53.0,22.0,-63.0,-63.0,-49.0,-33.0
BGR,2020-03-26,-47.0,22.0,-62.0,-61.0,-48.0,-32.0
BGR,2020-03-27,-45.0,22.0,-61.0,-58.0,-46.0,-29.0
BGR,2020-03-28,-47.0,14.0,-65.0,-57.0,-33.0,-33.0
BGR,2020-03-29,-32.0,11.0,-66.0,-58.0,-29.0,-36.0
BGR,2020-03-30,-38.0,18.0,-55.0,-56.0,-44.0,-28.0
BGR,2020-03-31,-51.0,20.0,-60.0,-59.0,-46.0,-30.0
BGR,2020-04-01,-55.0,21.0,-63.0,-63.0,-47.0,-34.0
BGR,2020-04-02,-50.0,21.0,-60.0,-60.0,-47.0,-30.0
BGR,2020-04-03,-44.0,20.0,-58.0,-57.0,-44.0,-25.0
BGR,2020-04-04,-64.0,15.0,-69.0,-64.0,-36.0,-35.0
BGR,2020-04-05,-53.0,13.0,-70.0,-65.0,-35.0,-37.0
BGR,2020-04-06,-40.0,18.0,-53.0,-56.0,-44.0,-25.0
BGR,2020-04-07,-35.0,17.0,-51.0,-53.0,-45.0,-19.0
BGR,2020-04-08,-29.0,17.0,-49.0,-51.0,-44.0,-19.0
BGR,2020-04-09,-22.0,16.0,-48.0,-48.0,-43.0,-17.0
BGR,2020-04-10,-28.0,16.0,-49.0,-48.0,-42.0,-15.0
BGR,2020-04-11,-38.0,9.0,-55.0,-46.0,-28.0,-19.0
BHR,2020-02-16,-11.0,0.0,-5.0,-3.0,5.0,-1.0
BHR,2020-02-17,-6.0,1.0,-5.0,-3.0,5.0,-4.0
BHR,2020-02-18,-10.0,0.0,-5.0,-3.0,5.0,-4.0
BHR,2020-02-19,-11.0,0.0,-3.0,-1.0,5.0,-2.0
BHR,2020-02-20,-2.0,1.0,-4.0,-3.0,3.0,1.0
BHR,2020-02-21,-2.0,1.0,-4.0,-3.0,3.0,2.0
BHR,2020-02-22,-1.0,0.0,-4.0,-5.0,6.0,-1.0
BHR,2020-02-23,-8.0,0.0,-7.0,-3.0,6.0,0.0
BHR,2020-02-24,-11.0,1.0,-9.0,-7.0,4.0,3.0
BHR,2020-02-25,-21.0,4.0,-12.0,-10.0,-2.0,3.0
BHR,2020-02-26,-23.0,5.0,-12.0,-11.0,-4.0,1.0
BHR,2020-02-27,-25.0,5.0,-17.0,-13.0,0.0,-4.0
BHR,2020-02-28,-19.0,4.0,-14.0,-11.0,2.0,-3.0
BHR,2020-02-29,-9.0,3.0,-9.0,-8.0,0.0,-1.0
BHR,2020-03-01,-13.0,4.0,-9.0,-7.0,-3.0,-1.0
BHR,2020-03-02,-13.0,4.0,-9.0,-8.0,-3.0,-2.0
BHR,2020-03-03,-14.0,4.0,-9.0,-8.0,-4.0,-3.0
BHR,2020-03-04,-15.0,5.0,-10.0,-9.0,-4.0,-3.0
BHR,2020-03-05,-15.0,5.0,-13.0,-11.0,-1.0,-3.0
BHR,2020-03-06,-14.0,4.0,-14.0,-11.0,2.0,-3.0
BHR,2020-03-07,-12.0,3.0,-12.0,-10.0,3.0,-4.0
BHR,2020-03-08,-13.0,4.0,-12.0,-11.0,2.0,-5.0
BHR,2020-03-09,-13.0,4.0,-14.0,-11.0,1.0,-5.0
BHR,2020-03-10,-13.0,4.0,-15.0,-12.0,0.0,-6.0
BHR,2020-03-11,-18.0,5.0,-16.0,-13.0,0.0,-4.0
BHR,2020-03-12,-22.0,6.0,-20.0,-17.0,-1.0,-3.0
BHR,2020-03-13,-24.0,6.0,-25.0,-21.0,-2.0,-5.0
BHR,2020-03-14,-20.0,6.0,-21.0,-18.0,-1.0,-4.0
BHR,2020-03-15,-15.0,5.0,-17.0,-16.0,-1.0,-1.0
BHR,2020-03-16,-17.0,6.0,-20.0,-16.0,-3.0,-5.0
BHR,2020-03-17,-19.0,6.0,-23.0,-18.0,-4.0,-9.0
BHR,2020-03-18,-28.0,9.0,-30.0,-24.0,-8.0,-10.0
BHR,2020-03-19,-33.0,12.0,-35.0,-30.0,-12.0,-12.0
BHR,2020-03-20,-40.0,13.0,-42.0,-37.0,-17.0,-17.0
BHR,2020-03-21,-32.0,11.0,-34.0,-29.0,-11.0,-14.0
BHR,2020-03-22,-31.0,11.0,-33.0,-30.0,-12.0,-11.0
BHR,2020-03-23,-37.0,12.0,-33.0,-31.0,-16.0,-7.0
BHR,2020-03-24,-39.0,13.0,-33.0,-33.0,-19.0,-8.0
BHR,2020-03-25,-43.0,14.0,-33.0,-33.0,-20.0,-8.0
BHR,2020-03-26,-50.0,18.0,-44.0,-41.0,-25.0,-18.0
BHR,2020-03-27,-65.0,19.0,-61.0,-55.0,-35.0,-32.0
BHR,2020-03-28,-49.0,16.0,-51.0,-43.0,-25.0,-25.0
BHR,2020-03-29,-40.0,16.0,-45.0,-38.0,-25.0,-22.0
BHR,2020-03-30,-41.0,15.0,-45.0,-37.0,-26.0,-20.0
BHR,2020-03-31,-37.0,15.0,-43.0,-33.0,-26.0,-18.0
BHR,2020-04-01,-40.0,16.0,-44.0,-34.0,-26.0,-18.0
BHR,2020-04-02,-44.0,18.0,-45.0,-37.0,-26.0,-17.0
BHR,2020-04-03,-55.0,17.0,-54.0,-47.0,-32.0,-24.0
BHR,2020-04-04,-40.0,15.0,-46.0,-37.0,-22.0,-18.0
BHR,2020-04-05,-31.0,15.0,-39.0,-32.0,-24.0,-16.0
BHR,2020-04-06,-37.0,15.0,-42.0,-31.0,-26.0,-16.0
BHR,2020-04-07,-36.0,16.0,-43.0,-33.0,-26.0,-17.0
BHR,2020-04-08,-42.0,16.0,-43.0,-34.0,-26.0,-17.0
BHR,2020-04-09,-46.0,19.0,-43.0,-37.0,-26.0,-13.0
BHR,2020-04-10,-60.0,18.0,-49.0,-48.0,-29.0,-24.0
BHR,2020-04-11,-44.0,15.0,-38.0,-37.0,-20.0,-15.0
BHS,2020-02-16,15.0,0.0,1.0,6.0,2.0,0.0
BHS,2020-02-17,7.0,0.0,3.0,8.0,1.0,0.0
BHS,2020-02-18,8.0,0.0,0.0,22.0,-1.0,-4.0
